Brand,Usage_Type,CPU_Brand,GPU_Brand,GPU_Model,CPU_Cores,CPU_Frequency_GHz,RAM_GB,Storage_GB,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio,Screen_Size
Acer,Professional,Intel,NVIDIA,RTX 3050,6,3.78,4,2048,2736,1500,4236,2769.08,1.53,15.6
Apple,Professional,Intel,AMD,RX 6700,2,2.91,32,256,848,2800,3648,2656.02,1.37,17.2
Apple,Professional,Intel,Intel,RTX 3070,4,2.64,4,512,1800,3000,4800,3337.61,1.44,16.2
Apple,Professional,AMD,NVIDIA,RTX 3050,6,2.57,4,512,2561,1500,4061,2555.64,1.59,15.0
MSI,Professional,Intel,Intel,RTX 3070,6,3.37,8,512,1686,3000,4686,3331.33,1.41,16.8
Acer,Professional,AMD,Intel,RX 6700,4,1.46,4,128,1336,2800,4136,2777.15,1.49,15.5
Asus,Professional,Apple,NVIDIA,RX 6700,4,1.36,8,256,1112,2800,3912,2771.01,1.41,16.3
Acer,Professional,Intel,NVIDIA,RX 6700,4,3.8,64,512,1019,2800,3819,2950.73,1.29,17.6
Asus,Professional,Apple,AMD,RTX 3080,2,3.14,16,2048,542,3800,4342,3269.85,1.33,15.2
Acer,Professional,Intel,Intel,RTX 3070,4,3.63,64,512,868,3000,3868,3072.16,1.26,16.1
Acer,Professional,AMD,Intel,RX 6700,6,1.62,32,256,1914,2800,4714,3319.1,1.42,15.9
Lenovo,Professional,Intel,Intel,RTX 3060,6,1.71,4,1024,2088,2200,4288,2785.55,1.54,15.3
HP,Professional,Apple,AMD,RTX 3060,4,3.66,8,2048,2192,2200,4392,2930.85,1.5,16.7
HP,Professional,Intel,Intel,RX 6600,4,1.31,16,2048,2060,2000,4060,3001.33,1.35,15.0
Acer,Professional,AMD,Intel,RTX 3060,4,1.81,4,2048,2192,2200,4392,3157.19,1.39,15.0
HP,Professional,Apple,Intel,RTX 3050,6,2.92,64,512,2100,1500,3600,2560.39,1.41,15.0
Dell,Professional,Intel,Intel,RTX 3070,2,3.22,8,128,638,3000,3638,2749.74,1.32,17.2
Dell,Professional,AMD,NVIDIA,RX 6600,6,1.18,4,1024,2454,2000,4454,3034.62,1.47,14.3
Apple,Professional,Intel,Intel,RTX 3070,4,1.36,16,256,1772,3000,4772,3319.13,1.44,13.5
HP,Professional,AMD,AMD,RTX 3070,2,2.38,4,256,714,3000,3714,2666.04,1.39,16.0
Lenovo,Professional,Intel,AMD,RX 6700,4,1.01,16,512,1104,2800,3904,2737.17,1.43,14.8
HP,Professional,Intel,NVIDIA,RTX 3050,6,2.0,32,128,2454,1500,3954,2637.16,1.5,15.9
HP,Professional,Intel,NVIDIA,RTX 3050,8,3.53,8,128,2416,1500,3916,2491.25,1.57,16.8
Apple,Professional,Intel,Intel,RTX 3080,2,3.09,4,128,988,3800,4788,3446.38,1.39,13.5
HP,Professional,Intel,Intel,RX 6700,4,3.03,64,512,1256,2800,4056,3238.53,1.25,13.0
Asus,Professional,Intel,NVIDIA,RTX 3050,12,1.59,8,2048,3468,1500,4968,3107.03,1.6,15.0
Apple,Professional,AMD,Intel,RX 6600,12,3.71,16,128,2700,2000,4700,2951.97,1.59,15.8
Lenovo,Professional,Intel,Intel,RTX 3070,4,3.11,4,512,1272,3000,4272,2861.13,1.49,15.0
Dell,Professional,Intel,Intel,RTX 3060,4,3.9,16,512,1904,2200,4104,2727.41,1.5,15.0
Asus,Professional,AMD,NVIDIA,RTX 3070,4,3.02,16,128,1892,3000,4892,3423.9,1.43,14.5
Dell,Professional,Apple,AMD,Iris Xe,12,1.34,4,1024,2988,900,3888,2477.69,1.57,15.7
Dell,Professional,Apple,NVIDIA,RTX 3060,8,2.52,16,512,2184,2200,4384,2828.79,1.55,15.5
Asus,Professional,Intel,NVIDIA,RTX 3070,8,1.26,32,256,1616,3000,4616,3295.94,1.4,15.1
Dell,Professional,AMD,AMD,RTX 3050,8,2.27,16,256,2744,1500,4244,2827.15,1.5,14.6
Apple,Professional,Apple,AMD,RX 6700,4,3.25,32,256,1568,2800,4368,3154.67,1.38,14.9
Dell,Professional,Intel,NVIDIA,RTX 3070,8,1.15,64,1024,1680,3000,4680,3477.89,1.35,16.6
Dell,Professional,AMD,AMD,RX 6600,6,3.02,8,2048,2129,2000,4129,2773.55,1.49,16.3
Apple,Professional,Apple,Intel,RTX 3080,4,3.08,8,256,1108,3800,4908,3564.43,1.38,16.5
HP,Professional,Apple,AMD,RTX 3070,4,1.34,4,512,927,3000,3927,2906.8,1.35,14.2
Dell,Professional,AMD,Intel,RX 6600,4,3.98,64,256,1644,2000,3644,2791.24,1.31,17.8
Asus,Professional,Intel,NVIDIA,RX 6600,4,1.67,32,512,1839,2000,3839,2629.43,1.46,13.1
Asus,Professional,Apple,NVIDIA,RTX 3060,6,2.92,16,512,2652,2200,4852,3108.92,1.56,14.8
Apple,Professional,AMD,AMD,RTX 3050,6,2.72,32,128,3042,1500,4542,2851.54,1.59,15.7
HP,Professional,Intel,AMD,RTX 3070,2,1.34,16,512,604,3000,3604,2787.96,1.29,15.4
Lenovo,Professional,AMD,NVIDIA,RX 6700,2,1.31,64,1024,722,2800,3522,2836.02,1.24,15.5
Acer,Professional,Apple,AMD,RX 6700,4,1.32,8,1024,1540,2800,4340,3146.59,1.38,13.4
Acer,Professional,Apple,NVIDIA,RX 6700,6,3.27,64,512,1655,2800,4455,3303.68,1.35,14.0
Lenovo,Professional,Intel,NVIDIA,RX 6700,8,1.47,8,128,1672,2800,4472,3082.26,1.45,17.2
Lenovo,Professional,Intel,NVIDIA,RX 6600,4,1.59,16,512,2028,2000,4028,2686.18,1.5,14.3
HP,Professional,Apple,NVIDIA,RX 6700,2,3.01,64,2048,948,2800,3748,3072.53,1.22,15.7
MSI,Professional,AMD,AMD,RTX 3070,4,2.69,32,2048,1088,3000,4088,3239.49,1.26,15.1
Apple,Professional,Apple,AMD,RTX 3050,6,3.92,8,512,2052,1500,3552,2418.99,1.47,15.7
Acer,Professional,Apple,Intel,RX 6700,4,3.55,8,256,1739,2800,4539,3088.49,1.47,16.8
Dell,Professional,Apple,NVIDIA,RX 6700,4,1.33,64,256,927,2800,3727,2886.82,1.29,15.0
Asus,Professional,AMD,NVIDIA,RTX 3070,8,2.55,32,512,1807,3000,4807,3505.34,1.37,15.2
Lenovo,Professional,AMD,Intel,RTX 3060,4,3.6,64,1024,1604,2200,3804,2968.69,1.28,17.8
MSI,Professional,Apple,NVIDIA,RTX 3050,6,2.36,32,1024,2358,1500,3858,2620.78,1.47,15.5
Lenovo,Professional,AMD,AMD,Iris Xe,6,1.59,32,128,3066,900,3966,2601.28,1.52,15.5
Asus,Professional,AMD,NVIDIA,RX 6600,6,1.82,16,2048,2682,2000,4682,3308.14,1.42,15.3
Asus,Professional,AMD,AMD,RTX 3080,4,1.45,64,512,1060,3800,4860,3807.09,1.28,15.4
Apple,Professional,AMD,NVIDIA,RX 6700,6,3.31,16,128,2178,2800,4978,3407.98,1.46,13.9
Dell,Professional,Apple,Intel,RTX 3080,2,3.07,64,1024,448,3800,4248,3546.98,1.2,16.5
Apple,Professional,AMD,AMD,RX 6700,2,1.98,16,2048,1016,2800,3816,2986.79,1.28,16.5
Acer,Professional,Apple,Intel,RTX 3050,6,1.99,8,2048,3258,1500,4758,3215.69,1.48,15.9
HP,Professional,Apple,AMD,RTX 3060,8,3.75,32,128,2192,2200,4392,2866.09,1.53,16.0
Dell,Professional,Apple,NVIDIA,RX 6700,6,3.65,64,1024,1686,2800,4486,3343.59,1.34,14.0
HP,Professional,Intel,NVIDIA,RTX 3070,2,2.96,64,1024,852,3000,3852,3129.96,1.23,15.6
Lenovo,Professional,AMD,Intel,RTX 3070,4,2.55,16,128,932,3000,3932,2846.2,1.38,15.6
Apple,Professional,AMD,NVIDIA,RX 6700,4,3.67,4,256,1868,2800,4668,3181.39,1.47,16.3
Lenovo,Professional,AMD,AMD,RX 6600,6,2.81,16,512,1775,2000,3775,2609.18,1.45,15.6
HP,Professional,Intel,AMD,RTX 3080,2,3.79,32,256,626,3800,4426,3326.47,1.33,15.2
Dell,Professional,AMD,Intel,RTX 3070,4,1.18,16,512,1440,3000,4440,3068.86,1.45,16.0
Acer,Professional,AMD,Intel,RX 6700,2,2.79,64,256,994,2800,3794,3096.85,1.23,16.8
MSI,Professional,AMD,Intel,RTX 3080,2,1.4,32,128,1082,3800,4882,3667.2,1.33,15.5
Asus,Professional,Apple,Intel,RX 6600,6,2.35,16,2048,1805,2000,3805,2722.08,1.4,15.8
MSI,Professional,Intel,NVIDIA,RX 6700,6,3.18,32,128,1608,2800,4408,3043.72,1.45,15.7
Apple,Professional,Intel,AMD,Iris Xe,8,3.79,4,128,2640,900,3540,2177.82,1.63,15.0
Asus,Professional,AMD,Intel,RTX 3050,12,2.78,8,128,2700,1500,4200,2547.87,1.65,16.6
Lenovo,Professional,AMD,NVIDIA,RTX 3080,2,2.01,8,2048,516,3800,4316,3386.92,1.27,14.9
Lenovo,Professional,Apple,AMD,RTX 3080,2,3.44,16,512,616,3800,4416,3247.53,1.36,15.3
Apple,Professional,AMD,AMD,RX 6700,6,2.1,8,2048,1338,2800,4138,3170.19,1.31,16.6
MSI,Professional,Apple,AMD,RX 6700,2,2.12,16,1024,718,2800,3518,2751.34,1.28,13.1
Asus,Professional,Apple,AMD,RTX 3080,2,2.7,32,1024,860,3800,4660,3427.29,1.36,16.2
HP,Professional,Apple,NVIDIA,RTX 3070,8,3.68,16,2048,1839,3000,4839,3433.29,1.41,15.4
MSI,Professional,AMD,Intel,RTX 3060,4,1.59,4,512,2039,2200,4239,2765.81,1.53,15.1
Apple,Professional,Apple,AMD,RX 6700,6,3.31,64,256,2039,2800,4839,3617.42,1.34,15.8
Lenovo,Professional,Intel,AMD,RX 6600,4,3.31,64,128,1716,2000,3716,2869.03,1.3,16.7
Apple,Professional,Apple,AMD,Iris Xe,12,3.06,64,128,3972,900,4872,3062.25,1.59,15.4
MSI,Professional,Apple,NVIDIA,RTX 3060,8,2.84,8,2048,2112,2200,4312,3098.14,1.39,16.6
MSI,Professional,Intel,NVIDIA,RTX 3080,2,1.18,32,1024,570,3800,4370,3410.03,1.28,14.9
Acer,Professional,Intel,NVIDIA,RX 6700,4,3.5,4,512,1900,2800,4700,3210.01,1.46,16.3
Apple,Professional,AMD,AMD,RX 6700,6,2.88,64,2048,1938,2800,4738,3625.03,1.31,15.5
Acer,Professional,Apple,NVIDIA,RTX 3050,8,2.95,4,128,2456,1500,3956,2485.22,1.59,16.8
Asus,Professional,Apple,AMD,RTX 3060,4,3.28,64,1024,1772,2200,3972,2996.79,1.33,16.4
Acer,Professional,Apple,Intel,RX 6700,2,1.98,8,512,916,2800,3716,2671.14,1.39,16.3
MSI,Professional,Intel,AMD,RX 6600,12,3.06,4,512,2676,2000,4676,2910.49,1.61,16.3
HP,Professional,AMD,NVIDIA,RTX 3050,6,1.11,16,256,2886,1500,4386,2744.25,1.6,16.1
Asus,Professional,Intel,Intel,RX 6700,2,2.14,32,1024,1026,2800,3826,2888.14,1.32,14.7
Asus,Professional,Apple,Intel,Iris Xe,8,2.3,4,1024,3776,900,4676,2699.46,1.73,16.0
HP,Professional,Apple,NVIDIA,RTX 3060,8,3.34,16,2048,2280,2200,4480,3024.38,1.48,14.9
MSI,Professional,Intel,NVIDIA,RTX 3070,2,1.76,8,128,505,3000,3505,2508.43,1.4,17.4
Acer,Professional,AMD,Intel,RX 6600,4,1.5,16,512,1639,2000,3639,2490.37,1.46,14.2
Apple,Professional,Apple,NVIDIA,RX 6700,6,2.05,32,512,1998,2800,4798,3384.77,1.42,17.4
Asus,Professional,Apple,AMD,Iris Xe,12,2.02,8,2048,2616,900,3516,2390.0,1.47,14.9
Lenovo,Professional,Intel,NVIDIA,Iris Xe,12,3.01,32,2048,3251,900,4151,2781.67,1.49,15.3
Acer,Professional,AMD,Intel,RTX 3070,2,3.95,16,512,866,3000,3866,2787.11,1.39,14.4
HP,Professional,AMD,NVIDIA,RTX 3060,4,1.88,4,128,2036,2200,4236,2736.44,1.55,17.6
Dell,Professional,AMD,Intel,RTX 3060,8,1.64,32,1024,1728,2200,3928,2867.49,1.37,15.9
Lenovo,Professional,Intel,Intel,RTX 3050,8,2.16,64,128,2656,1500,4156,2967.29,1.4,13.9
Dell,Professional,Intel,NVIDIA,Iris Xe,6,2.2,64,1024,2994,900,3894,2652.08,1.47,14.4
Apple,Professional,Apple,Intel,Iris Xe,12,2.0,4,128,2604,900,3504,2256.54,1.55,15.7
Lenovo,Professional,Intel,Intel,RX 6600,6,3.72,8,1024,2928,2000,4928,3245.03,1.52,15.7
Apple,Professional,AMD,AMD,RX 6600,4,2.62,4,2048,1524,2000,3524,2563.58,1.37,17.0
HP,Professional,Apple,Intel,RTX 3060,4,3.04,64,256,1544,2200,3744,2927.96,1.28,15.2
Apple,Professional,AMD,AMD,RTX 3050,8,2.23,32,256,3080,1500,4580,2980.69,1.54,15.4
Dell,Professional,Apple,NVIDIA,Iris Xe,6,3.39,32,512,2832,900,3732,2504.72,1.49,16.4
Lenovo,Professional,AMD,AMD,RTX 3080,4,3.88,4,128,864,3800,4664,3207.4,1.45,14.0
Acer,Professional,Apple,Intel,RTX 3060,6,3.17,32,512,2004,2200,4204,2894.89,1.45,16.7
Apple,Professional,AMD,NVIDIA,Iris Xe,12,2.49,64,256,3648,900,4548,3060.68,1.49,14.5
MSI,Professional,Intel,AMD,RX 6700,4,1.83,4,256,2152,2800,4952,3229.25,1.53,16.0
Asus,Professional,AMD,AMD,RX 6600,4,1.82,8,2048,1892,2000,3892,2668.98,1.46,14.4
Lenovo,Professional,Apple,NVIDIA,RTX 3070,4,3.13,4,256,1156,3000,4156,2949.53,1.41,16.4
Asus,Professional,Apple,AMD,RX 6700,4,3.12,16,256,1876,2800,4676,3172.98,1.47,15.7
Apple,Professional,AMD,Intel,RX 6700,6,2.36,32,256,1734,2800,4534,3296.01,1.38,17.9
HP,Professional,AMD,Intel,RTX 3070,4,1.72,4,128,1504,3000,4504,3087.62,1.46,15.5
Acer,Professional,Intel,AMD,RTX 3070,8,1.05,4,128,1800,3000,4800,3192.34,1.5,16.4
HP,Professional,Apple,NVIDIA,RTX 3070,2,2.22,16,256,576,3000,3576,2791.25,1.28,15.1
MSI,Professional,Intel,NVIDIA,RTX 3050,12,3.62,16,512,3156,1500,4656,3022.61,1.54,15.0
Lenovo,Professional,Apple,Intel,Iris Xe,12,2.05,4,512,3216,900,4116,2444.39,1.68,14.2
MSI,Professional,AMD,AMD,RTX 3060,6,3.14,64,256,1500,2200,3700,2824.64,1.31,16.7
Acer,Professional,Apple,NVIDIA,RX 6600,12,3.22,8,256,2724,2000,4724,3002.99,1.57,16.1
Dell,Professional,AMD,NVIDIA,RX 6600,6,2.36,8,512,2814,2000,4814,3182.58,1.51,14.6
Acer,Professional,AMD,NVIDIA,RTX 3060,4,2.18,4,512,1816,2200,4016,2818.3,1.42,14.2
Dell,Professional,Apple,AMD,RX 6600,6,1.3,32,2048,1698,2000,3698,2821.27,1.31,15.4
Apple,Professional,Apple,NVIDIA,Iris Xe,8,2.91,4,512,3832,900,4732,2757.45,1.72,18.0
Asus,Professional,AMD,NVIDIA,RX 6600,12,1.32,4,2048,2736,2000,4736,3250.65,1.46,15.0
Dell,Professional,Intel,AMD,RTX 3050,6,1.89,64,1024,2172,1500,3672,2807.91,1.31,15.6
Dell,Professional,AMD,Intel,RTX 3070,6,1.22,4,256,1224,3000,4224,2927.87,1.44,15.6
Asus,Professional,Apple,AMD,RX 6700,4,2.15,4,2048,1532,2800,4332,3043.13,1.42,15.4
Apple,Professional,AMD,NVIDIA,RX 6600,4,2.02,32,1024,1792,2000,3792,2765.19,1.37,14.7
HP,Professional,Intel,Intel,RTX 3070,2,2.29,64,256,842,3000,3842,3007.28,1.28,15.1
Lenovo,Professional,AMD,AMD,RTX 3050,6,3.66,16,512,2340,1500,3840,2444.15,1.57,16.2
Apple,Professional,Intel,Intel,RTX 3080,2,3.5,32,128,530,3800,4330,3334.54,1.3,15.1
Dell,Professional,Intel,AMD,RTX 3060,4,2.31,4,256,1872,2200,4072,2771.18,1.47,15.3
Asus,Professional,AMD,AMD,RX 6600,12,1.33,16,512,2532,2000,4532,3090.68,1.47,14.8
Asus,Professional,AMD,Intel,RTX 3060,6,3.76,32,128,1686,2200,3886,2655.57,1.46,15.8
Dell,Professional,AMD,Intel,RTX 3070,4,1.5,4,128,1060,3000,4060,2923.99,1.39,16.4
MSI,Professional,Apple,NVIDIA,RX 6600,8,1.08,16,256,2656,2000,4656,2948.59,1.58,15.1
HP,Professional,Intel,NVIDIA,RX 6700,6,2.71,32,256,2064,2800,4864,3465.35,1.4,15.6
Acer,Professional,AMD,Intel,RTX 3050,12,3.12,4,256,3432,1500,4932,3033.49,1.63,16.1
HP,Professional,Intel,AMD,RX 6700,4,3.28,64,256,1772,2800,4572,3252.87,1.41,15.8
Asus,Professional,Intel,Intel,RX 6600,6,2.62,8,512,2706,2000,4706,3076.61,1.53,13.8
Asus,Professional,Intel,Intel,RTX 3050,6,1.31,8,128,2538,1500,4038,2603.25,1.55,16.2
Acer,Professional,Intel,NVIDIA,RX 6700,4,1.53,64,2048,1192,2800,3992,3149.75,1.27,16.5
Dell,Professional,AMD,Intel,RX 6600,4,3.75,32,512,1936,2000,3936,2643.88,1.49,15.3
HP,Professional,AMD,AMD,RTX 3050,6,1.51,8,1024,2364,1500,3864,2444.11,1.58,15.6
Acer,Professional,Intel,AMD,RX 6600,8,1.31,4,512,2160,2000,4160,2687.24,1.55,15.7
Lenovo,Professional,Apple,NVIDIA,RTX 3050,6,3.28,64,128,2088,1500,3588,2571.41,1.4,15.6
HP,Professional,Intel,Intel,Iris Xe,8,3.03,16,1024,3776,900,4676,2832.76,1.65,16.2
Acer,Professional,Apple,Intel,RTX 3070,2,3.66,8,128,932,3000,3932,2839.41,1.38,14.9
HP,Professional,Apple,NVIDIA,RTX 3050,8,2.74,8,1024,3336,1500,4836,3158.78,1.53,14.5
MSI,Professional,Intel,Intel,RTX 3050,6,1.38,64,256,2892,1500,4392,3115.65,1.41,17.1
MSI,Professional,Intel,AMD,RTX 3050,6,2.5,8,256,2772,1500,4272,2721.5,1.57,16.1
MSI,Professional,Apple,Intel,RTX 3080,2,3.29,4,1024,906,3800,4706,3413.01,1.38,15.1
Lenovo,Professional,Intel,NVIDIA,RTX 3080,2,3.52,4,2048,908,3800,4708,3612.55,1.3,16.3
HP,Professional,Apple,NVIDIA,RX 6700,4,1.82,32,512,1852,2800,4652,3391.9,1.37,17.1
Apple,Professional,Apple,AMD,RTX 3070,4,2.91,16,512,1636,3000,4636,3125.62,1.48,16.5
Lenovo,Professional,AMD,NVIDIA,RTX 3080,2,1.83,32,2048,560,3800,4360,3385.17,1.29,14.5
MSI,Professional,Apple,Intel,RX 6700,4,1.59,16,512,892,2800,3692,2796.25,1.32,13.5
Lenovo,Professional,AMD,Intel,Iris Xe,8,1.51,4,128,3048,900,3948,2251.92,1.75,15.2
Lenovo,Professional,Apple,Intel,RTX 3060,6,1.96,4,128,1679,2200,3879,2568.23,1.51,13.9
Apple,Professional,Intel,NVIDIA,RTX 3060,4,3.64,64,2048,1784,2200,3984,3256.78,1.22,16.5
HP,Professional,AMD,Intel,RX 6600,4,3.7,4,2048,1592,2000,3592,2509.59,1.43,16.0
Apple,Professional,AMD,NVIDIA,Iris Xe,6,1.39,8,256,3024,900,3924,2329.34,1.68,15.1
Acer,Professional,Intel,Intel,RTX 3070,2,3.06,4,256,744,3000,3744,2720.83,1.38,17.0
Dell,Professional,Apple,Intel,Iris Xe,16,1.27,8,1024,3808,900,4708,2729.63,1.72,14.2
MSI,Professional,Intel,AMD,Iris Xe,8,3.74,16,128,3247,900,4147,2467.94,1.68,15.5
Asus,Professional,Intel,AMD,RX 6600,4,3.45,32,512,1996,2000,3996,2862.05,1.4,17.4
MSI,Professional,Apple,NVIDIA,RX 6600,8,3.59,64,128,2528,2000,4528,3116.31,1.45,15.6
HP,Professional,Intel,AMD,RX 6700,4,1.56,4,1024,940,2800,3740,2684.68,1.39,16.4
Asus,Professional,Intel,NVIDIA,RX 6600,6,3.39,64,256,2706,2000,4706,3354.82,1.4,15.0
Acer,Professional,Intel,AMD,RTX 3070,2,2.21,32,512,708,3000,3708,2942.26,1.26,16.5
Apple,Professional,AMD,Intel,RTX 3060,6,3.27,32,128,2370,2200,4570,3186.14,1.43,16.3
Lenovo,Professional,Intel,Intel,RX 6600,8,1.47,16,2048,2480,2000,4480,3083.83,1.45,15.5
Lenovo,Professional,Intel,Intel,RTX 3070,2,1.65,8,512,1016,3000,4016,2803.54,1.43,17.8
Acer,Professional,Apple,Intel,RX 6600,4,3.26,4,1024,1892,2000,3892,2581.67,1.51,15.6
Lenovo,Professional,Apple,NVIDIA,RTX 3080,2,1.18,16,128,558,3800,4358,3224.98,1.35,14.8
Dell,Professional,Apple,NVIDIA,RTX 3070,6,2.17,64,512,1925,3000,4925,3546.78,1.39,15.1
HP,Professional,AMD,NVIDIA,RTX 3070,6,3.68,32,512,1938,3000,4938,3420.88,1.44,17.0
Dell,Professional,Apple,AMD,RTX 3080,2,2.9,16,128,436,3800,4236,3229.92,1.31,15.0
MSI,Professional,Apple,Intel,RTX 3070,6,3.82,32,128,1902,3000,4902,3314.39,1.48,15.0
MSI,Professional,Apple,Intel,RTX 3080,2,2.64,8,2048,646,3800,4446,3406.01,1.31,15.7
HP,Professional,Apple,AMD,RX 6600,8,2.68,4,512,1816,2000,3816,2516.12,1.52,16.2
Acer,Professional,Intel,NVIDIA,RX 6600,6,1.96,16,256,2994,2000,4994,3067.9,1.63,18.0
HP,Professional,AMD,NVIDIA,Iris Xe,16,2.57,4,128,3888,900,4788,2904.95,1.65,15.8
Asus,Professional,AMD,NVIDIA,RTX 3080,2,1.11,8,512,534,3800,4334,3225.54,1.34,17.7
MSI,Professional,Intel,Intel,RX 6700,4,1.93,64,512,1768,2800,4568,3483.36,1.31,14.1
Acer,Professional,Intel,Intel,RX 6600,6,1.06,8,1024,1848,2000,3848,2587.72,1.49,13.7
Asus,Professional,Intel,NVIDIA,RTX 3070,6,1.05,4,256,1302,3000,4302,2907.99,1.48,16.4
Lenovo,Professional,AMD,Intel,RTX 3080,2,2.34,64,512,592,3800,4392,3381.0,1.3,16.7
MSI,Professional,Intel,AMD,RTX 3050,6,1.55,64,256,3048,1500,4548,3187.92,1.43,13.7
HP,Professional,Apple,Intel,RTX 3080,4,2.33,16,512,856,3800,4656,3421.98,1.36,16.4
HP,Professional,Intel,NVIDIA,RTX 3080,2,3.86,8,1024,926,3800,4726,3383.54,1.4,15.2
Lenovo,Professional,Apple,Intel,Iris Xe,12,3.23,32,2048,2856,900,3756,2543.51,1.48,14.3
Asus,Professional,Apple,AMD,RTX 3070,4,1.77,8,1024,1588,3000,4588,3318.61,1.38,13.7
Acer,Professional,Intel,Intel,RTX 3070,6,1.95,8,256,1704,3000,4704,3197.55,1.47,16.1
Apple,Professional,AMD,NVIDIA,RTX 3070,6,1.88,16,2048,1308,3000,4308,3130.85,1.38,14.3
Dell,Professional,AMD,Intel,RX 6700,4,2.97,4,512,1784,2800,4584,3064.6,1.5,14.2
MSI,Professional,Apple,NVIDIA,RX 6600,8,1.94,32,2048,2520,2000,4520,3311.69,1.36,15.7
Asus,Professional,AMD,Intel,RTX 3050,6,3.99,64,256,2388,1500,3888,2824.83,1.38,16.1
MSI,Professional,Apple,NVIDIA,RX 6600,4,3.12,64,1024,1655,2000,3655,2782.34,1.31,15.7
HP,Professional,Apple,AMD,Iris Xe,12,3.0,8,512,2904,900,3804,2325.25,1.64,16.1
MSI,Professional,AMD,Intel,RTX 3080,2,3.84,64,128,1006,3800,4806,3559.83,1.35,16.4
Dell,Professional,Intel,Intel,RX 6600,8,2.24,4,256,1784,2000,3784,2450.39,1.54,16.1
Lenovo,Professional,AMD,Intel,RTX 3080,2,2.3,16,512,608,3800,4408,3380.84,1.3,16.4
Asus,Professional,AMD,NVIDIA,RTX 3070,2,2.27,16,512,598,3000,3598,2691.73,1.34,15.7
MSI,Professional,AMD,AMD,RTX 3050,8,1.83,8,2048,3064,1500,4564,3120.02,1.46,14.7
Acer,Professional,Apple,NVIDIA,RX 6600,6,1.12,16,1024,2952,2000,4952,3282.11,1.51,16.2
HP,Professional,AMD,NVIDIA,RTX 3070,2,1.67,16,512,758,3000,3758,2905.93,1.29,14.3
MSI,Professional,AMD,NVIDIA,Iris Xe,6,2.16,4,1024,3102,900,4002,2451.24,1.63,15.5
Asus,Professional,Apple,NVIDIA,RTX 3060,6,3.37,4,512,2586,2200,4786,3110.21,1.54,14.7
Lenovo,Professional,Intel,AMD,RTX 3070,2,1.58,64,1024,982,3000,3982,3174.45,1.25,15.0
Lenovo,Professional,Intel,NVIDIA,RTX 3070,2,3.06,32,1024,1064,3000,4064,3100.38,1.31,15.1
Acer,Professional,AMD,AMD,RTX 3060,8,3.17,8,128,2456,2200,4656,3049.49,1.53,14.6
MSI,Professional,AMD,NVIDIA,RX 6600,8,2.75,32,512,2664,2000,4664,2999.82,1.55,15.6
HP,Professional,Apple,AMD,RTX 3050,12,1.35,16,1024,3444,1500,4944,3196.19,1.55,14.6
Apple,Professional,AMD,NVIDIA,RTX 3070,4,1.06,8,256,1584,3000,4584,3189.5,1.44,15.5
HP,Professional,Intel,NVIDIA,RTX 3050,4,3.55,32,2048,2196,1500,3696,2661.32,1.39,14.2
Apple,Professional,AMD,NVIDIA,RX 6600,4,1.68,8,128,2044,2000,4044,2588.19,1.56,14.0
Dell,Professional,Apple,Intel,RX 6600,8,3.4,64,128,2968,2000,4968,3501.01,1.42,15.9
Asus,Professional,Intel,Intel,RX 6700,4,1.91,64,1024,2088,2800,4888,3718.4,1.31,16.2
Asus,Professional,Apple,NVIDIA,RTX 3060,6,2.93,4,128,1584,2200,3784,2482.53,1.52,16.0
Lenovo,Professional,Intel,AMD,RX 6700,4,3.16,64,512,2036,2800,4836,3440.25,1.41,15.2
MSI,Professional,Apple,Intel,RTX 3080,2,3.36,64,128,638,3800,4438,3405.0,1.3,16.2
Apple,Professional,AMD,AMD,RX 6600,12,1.38,32,512,2892,2000,4892,3192.75,1.53,16.5
HP,Professional,Intel,AMD,RX 6600,6,2.34,8,256,2010,2000,4010,2665.52,1.5,15.2
Apple,Professional,AMD,NVIDIA,RX 6600,4,1.07,32,1024,2124,2000,4124,2819.75,1.46,14.5
MSI,Professional,Apple,Intel,RTX 3050,8,1.69,16,128,3224,1500,4724,2972.91,1.59,15.1
Apple,Professional,Apple,Intel,RTX 3050,12,1.23,4,2048,3479,1500,4979,3294.34,1.51,14.5
Acer,Professional,AMD,Intel,Iris Xe,6,1.81,4,2048,3011,900,3911,2525.15,1.55,16.6
Apple,Professional,Intel,Intel,RTX 3070,2,1.25,8,1024,990,3000,3990,2848.95,1.4,16.0
Dell,Professional,AMD,NVIDIA,RTX 3060,6,1.07,16,1024,2052,2200,4252,2799.75,1.52,14.9
Lenovo,Professional,Apple,AMD,RX 6700,6,1.65,64,256,1458,2800,4258,3201.08,1.33,17.0
Acer,Professional,Intel,NVIDIA,RX 6700,4,2.99,64,128,1144,2800,3944,3123.33,1.26,17.0
Asus,Professional,AMD,Intel,RX 6600,4,2.21,8,512,2140,2000,4140,2823.95,1.47,14.5
HP,Professional,AMD,AMD,RX 6700,6,3.6,32,128,2196,2800,4996,3381.55,1.48,15.4
Lenovo,Professional,Intel,AMD,RTX 3070,8,2.34,32,512,2000,3000,5000,3588.33,1.39,17.5
Asus,Professional,Apple,Intel,RX 6700,4,3.1,4,256,1052,2800,3852,2646.36,1.46,16.9
